rna	k9ac	k36ac
ANKRD10-IT1	-0.180246	1.46373	0.385551
ANKRD11	-1.33379	0.962426	-4.8911
ANKRD12	-2.7902	1.51203	0.0427953
ANKRD13A	-0.922569	2.37443	-1.4281
ANKRD13B	0.355532	0.175158	-1.01603
ANKRD13C	0.306555	0.841004	-0.249936
ANKRD13D	0.310157	1.55144	-1.81465
ANKRD16	0.263782	0.882772	-1.39398
ANKRD17	1.63259	5.19694	-0.239193
ANKRD2	-0.0570988	5.71709	0.0259532
ANKRD20A5P	-0.251813	0.321506	0.266423
ANKRD23	0.00349926	8.97742	1.08834
ANKRD24	-0.229653	-0.0159655	-4.27598
ANKRD26	-2.10352	3.15156	-0.340968
ANKRD27	1.62214	0.978219	-0.450259
ANKRD28	0.798445	9.17687	1.6341
ANKRD29	-0.82662	0.14788	-2.22797
ANKRD32	-0.229031	2.88578	0.587467
ANKRD33B	2.68642	0.585415	0.284112
ANKRD35	-1.80719	2.50107	-0.294994
ANKRD36	-0.343978	2.57284	0.266267
ANKRD36C	-0.143637	2.50808	0.0220731
ANKRD37	0.548516	1.62875	-1.45716
ANKRD40	1.49626	6.5779	0.597036
ANKRD42	-0.0212821	1.22948	-0.105377
ANKRD44	0.201707	0.835909	0.873101
ANKRD46	-0.176933	4.03975	-0.793
ANKRD49	-0.244869	1.37262	-0.277576
ANKRD50	1.2339	2.04504	0.641195
ANKRD52	-1.46604	1.37443	-0.884028
ANKRD54	0.233836	0.690176	-3.90003
ANKRD6	-0.0703111	1.99912	-1.08731
ANKRD9	2.48199	5.18852	0.0553388
ANKS1A	-0.474166	0.0466261	-2.68181
ANKS1B	0.377709	0.948625	0.625888
ANKS3	-1.15885	-0.39091	-3.82393
ANKS6	-0.211605	0.720947	-2.41819
ANKZF1	-3.42947	0.819065	-2.60809
ANO1	0.139088	-0.100523	-2.99861
ANO10	-0.0119336	2.65883	-0.251481
ANO2	-0.133182	-3.25771	-1.09448
ANO5	1.35254	7.85612	2.64986
ANO6	1.17936	8.41683	0.553747
ANP32A	-0.12054	4.98822	-0.0252855
ANP32AP1	0.916397	0.088055	-0.269298
ANP32B	-0.576168	5.13537	0.558995
ANP32BP1	0.731338	-0.890531	0.36916
ANP32E	3.09618	0.828695	0.218373
ANPEP	-0.261371	-2.31864	-3.40575
ANTXR1	0.660379	2.24037	-1.12737
ANTXR2	2.44078	2.26009	1.00111
ANXA1	2.74745	1.48595	3.24738
ANXA11	-0.257484	2.70577	-0.446151
ANXA2	-0.667777	3.70703	0.0248342
ANXA2P2	-0.814296	-0.0934438	0.150736
ANXA2R	-0.965255	2.9127	0.724674
ANXA3	2.16163	1.79232	1.91164
ANXA4	-0.159402	1.92868	0.482416
ANXA5	0.50195	2.99444	0.229387
ANXA6	-0.221943	6.50819	-0.879442
ANXA7	-0.304933	6.99993	-0.650503
ANXA9	-0.366394	0.227054	-1.937
AOC3	0.2259	0.278171	-2.16014
AOX1	0.035381	0.931855	0.077018
AP000254.8	-0.390214	0.803203	0.0733601
AP000361.2	-2.62331	-0.124918	-0.152244
AP000473.8	-1.2989	0.459261	-0.368503
AP000648.5	1.06002	0.2606	0.417
AP000654.5	0.0681577	1.16997	-0.14041
AP000695.4	-0.260086	0.145398	-0.593318
AP000695.6	-0.484855	5.07272	3.95269
AP001053.11	-0.147004	0.425366	-2.03409
AP001350.4	-0.383881	2.64807	0.350152
AP001372.2	0.00984404	0.854767	1.01742
AP001469.9	-0.34761	0.712654	-0.396801
AP002414.1	0.107862	0.378967	-0.825111
AP1AR	0.013339	2.83966	-0.246032
AP1B1	-0.0975363	3.33863	-8.71403
AP1G1	0.544911	6.19304	-0.699346
AP1G2	-0.808754	0.980105	-2.3701
AP1M1	-0.881369	0.283418	-3.7656
AP1S1	0.164185	0.927563	-0.912083
AP1S2	-0.389506	13.1173	1.17289
AP2A1	0.146757	1.50691	-2.03513
AP2A2	-0.0998659	2.11649	-4.03536
AP2B1	0.197912	11.2383	0.843141
AP2M1	-0.00416845	3.95582	-1.37145
AP2S1	-0.12239	0.802545	-0.508837
AP3B1	0.329127	4.22129	-0.0105038
AP3D1	0.243433	0.244163	-10.5607
AP3M1	0.121457	0.472861	-0.0158924
AP3M2	-0.141643	4.09782	0.77309
AP3S1	-0.157951	0.447832	0.114033
AP3S2	0.0409651	4.28956	-0.317685
AP4B1	-0.528814	1.12841	0.129768
AP4E1	0.991602	2.98736	0.141561
AP4M1	-0.258523	-0.718685	-1.61126
AP4S1	-0.144725	0.869908	-0.0756146
AP5B1	0.54838	0.281592	-2.3833
AP5M1	-0.0504678	2.03165	-0.0493849
AP5S1	-0.254663	3.62675	0.972179
AP5Z1	0.207021	1.32547	-0.548059
APAF1	0.472494	1.52537	-0.0405234
APBA1	0.346053	0.0290764	1.15854
APBB1	0.313566	0.656785	-0.764528
APBB2	-0.0378186	3.95141	-0.722685
APBB3	-1.26237	0.578195	0.082242
APC	1.7513	7.5971	-0.424666
APC2	-1.64262	-1.09922	-8.12154
APCDD1	0.732226	-0.280491	-0.0539509
APEH	0.184491	1.67544	-2.966
APEX2	-0.0863577	-0.00926121	0.066234
APH1B	0.850435	5.60458	0.427523
API5	1.46385	3.54316	-0.522355
API5P1	0.210107	0.329404	0.797492
APIP	0.0187246	3.02023	-0.139453
APLF	-0.0434037	-0.0877903	0.00652065
APLN	-0.280236	0.829266	-1.09425
APLNR	0.00333632	0.147499	-0.316464
APLP2	-0.268008	1.61954	-2.63613
APMAP	0.0933549	4.74437	0.0582141
APOA1BP	-0.100627	3.19883	-0.29262
APOB	-1.414	-0.0793977	-0.307561
APOBEC2	-1.93629	10.1791	-0.237612
APOC1	0.0227786	3.38859	-0.448993
APOD	-0.142804	4.4859	-0.255681
APOE	-2.08703	0.152895	-0.888747
APOL1	-0.0521977	0.604354	0.167933
APOL2	0.00562931	6.99556	-0.536792
APOL3	-0.864169	1.56169	-0.97444
APOL5	-0.0643015	-0.074786	-0.737125
APOL6	-0.202036	9.24121	0.184993
APOLD1	13.3535	3.79225	-1.25917
APOO	-0.850514	0.403561	-1.83586
APOOL	1.31954	4.08692	-0.44838
APOPT1	-0.554968	1.27505	-1.93187
APP	3.04457	0.343964	1.21533
APPBP2	0.521881	1.09456	-1.128
APPL1	0.192444	9.88097	0.199621
APPL2	-0.309842	0.916875	-0.348413
APRT	-0.678985	0.33345	-1.28551
APTX	0.00735888	3.37789	-1.17938
AQP1	3.10604	0.801501	-1.53451
AQP3	0.0365308	-1.51465	-0.0975613
AQP4	0.621219	0.350447	-0.60523
AQP7	-0.77032	0.251667	0.703898
AQPEP;	-0.364884	-0.427512	0.734953
AQR	-0.300329	5.44703	0.264064
AR	0.739795	1.80075	0.0558282
ARAF	-0.0533715	4.071	-0.90768
ARAP1	-0.542702	2.97357	-2.61622
ARAP2	0.500197	-0.868933	2.4625
ARAP3	0.274195	-0.0963031	-1.26272
AREG	1.39415	0.640459	0.768081
AREL1	0.141904	2.32637	-0.231893
ARF1	0.0600993	7.61343	-1.79849
ARF3	0.147023	1.22631	-0.319807
ARF4	0.0570243	1.8336	0.3015
ARF6	1.51636	6.27079	0.533194
ARFGAP1	-2.10815	-0.921229	-4.51057
ARFGAP2	-0.564831	4.67756	-2.28089
ARFGAP3	-0.159597	2.03834	-0.0616982
ARFGEF1	1.56884	2.3641	-0.979309
ARFGEF2	2.79154	8.01876	-0.24783
ARFIP1	-0.0210915	0.930759	0.236413
ARFRP1	-0.583456	-0.584369	-4.51156
ARG2	2.72195	3.31654	0.436603
ARGLU1	0.0753734	3.91882	-0.543683
ARHGAP1	-3.264	0.986112	-0.498097
ARHGAP10	0.948925	6.1392	1.39603
ARHGAP11B	0.249398	2.59522	0.682989
ARHGAP12	-0.0425803	7.02268	0.422812
ARHGAP17	0.696389	0.650354	-2.32232
ARHGAP18	0.442849	8.36099	0.673053
ARHGAP19	-0.0259901	-0.185663	-1.12541
ARHGAP21	-0.185057	6.32947	-0.491693
ARHGAP22	0.082548	-0.310075	-4.23244
ARHGAP23	1.11449	0.75152	-1.56165
ARHGAP24	-0.606498	6.03006	1.58185
ARHGAP25	-1.17499	0.0469636	0.256207
ARHGAP26	-0.533576	4.02919	2.67693
ARHGAP27	2.63772	-0.190563	-2.33864
ARHGAP28	0.0907787	0.419784	1.56847
ARHGAP29	2.17697	3.23376	0.119466
ARHGAP30	-0.291637	-1.57221	-0.897025
ARHGAP31	1.19849	3.28222	1.12336
ARHGAP32	0.451278	1.15874	0.688673
ARHGAP33	-1.07608	-0.839409	-6.23153
ARHGAP35	1.45969	0.954107	-0.735031
ARHGAP36	-0.258417	-0.180111	-0.872025
ARHGAP39	-0.141019	-3.75624	-3.16797
ARHGAP4	-0.691267	2.04005	-2.02855
ARHGAP42	0.240249	2.15229	-0.214164
ARHGAP44	-0.390892	-2.04029	-0.620229
ARHGAP5	2.66252	1.90247	-0.338945
ARHGAP6	-0.0938996	6.13929	0.570452
ARHGDIA	0.515693	2.91395	-0.0303314
ARHGDIB	-0.0397212	0.276045	0.567458
ARHGDIG	0.210082	-0.207258	-1.53682
ARHGEF1	-1.62467	0.0966923	-6.51351
ARHGEF10	1.18934	-0.171346	-3.44189
ARHGEF10L	0.0926319	1.94192	-3.41362
ARHGEF11	0.248597	1.39998	-1.96771
ARHGEF12	2.39315	13.3914	0.288695
ARHGEF15	0.56991	-0.196879	-1.31308
ARHGEF16	0.070258	-1.0345	-4.09859
ARHGEF17	-0.410683	1.48613	-2.67488
ARHGEF2	1.21356	2.98206	-1.69731
ARHGEF25	-0.906952	1.91398	-0.904508
ARHGEF26	0.453139	0.31846	1.24294
ARHGEF28	-0.582848	0.964786	0.116242
ARHGEF3	0.557784	5.35126	0.814301
ARHGEF37	0.999658	1.65632	0.248579
ARHGEF4	-0.360514	-0.362305	-7.1985
ARHGEF40	-0.140928	-0.266131	-3.31283
ARHGEF6	0.13072	5.33206	1.06665
ARHGEF7	0.992736	8.66893	-0.112711
ARHGEF9	-0.332068	2.4004	-0.327485
ARID1A	0.950474	5.57652	-0.00451448
ARID1B	1.9575	6.50121	0.168886
ARID2	1.78963	7.80275	-0.201245
ARID3A	0.171896	-0.16611	-4.0631
ARID3B	0.0531655	3.91162	-4.08087
ARID4A	-1.23446	4.01749	-0.242715
ARID4B	-1.73647	2.33643	-0.366592
ARID5A	2.82405	3.99328	-0.689993
ARID5B	3.2135	19.3911	2.40312
ARIH1	0.734122	2.20321	-0.883767
ARIH2	-0.60983	3.13591	-0.803669
ARIH2P1	0.0688728	-0.931108	0.24159
ARL1	-0.0205617	0.691617	0.215385
ARL10	0.0353355	1.00795	0.590853
ARL13B	0.82248	3.11283	0.0314371
ARL14EP	0.922593	7.67803	-0.165103
ARL15	0.307467	2.81752	-0.0220963
ARL2	-0.0224392	0.137993	-0.890417
ARL4C	0.982598	1.12818	-1.24838
ARL4D	0.784393	2.40814	0.37145
ARL5A	0.261641	7.73266	-0.599398
ARL6	-0.542337	4.78099	0.249883
ARL6IP5	-1.88435	8.32478	1.25485
ARL6IP6	0.121147	2.42791	0.824478
ARL8A	-0.00670097	2.90986	-2.10877
ARL8B	0.492536	5.05739	0.424236
ARMC1	0.25443	6.63974	-0.685539
ARMC10	-0.574643	0.862229	0.326274
ARMC2	0.18065	3.68765	0.297846
ARMC5	0.961159	-0.293595	-1.27674
ARMC6	-0.875639	-0.101968	-2.43214
ARMC7	-0.933523	2.78806	-1.47809
ARMC8	0.102559	4.80716	1.06383
ARMCX1	-0.0288984	0.57057	0.198321
ARMCX2	-0.524244	0.563335	0.0392622
ARMCX4	-0.563741	2.02155	1.93581
ARMCX6	0.265275	5.40726	0.217855
ARNT	1.14522	4.54915	0.444978
ARNT2	0.66403	-0.38187	0.424518
ARNTL	-0.5885	2.50867	-1.95182
ARPC1A	-0.515325	2.20197	-5.98557
ARPC1B	0.0351479	0.0621606	-7.49402
ARPC2	-2.78186	7.81715	-0.924428
ARPC3	0.221593	3.09896	-1.15141
ARPC5	0.723638	4.08578	-0.742332
ARPC5L	-0.419476	2.9772	-3.88762
ARPP19	0.223421	11.8723	1.50187
ARPP21	0.352883	9.8904	3.93111
ARRB1	0.81799	0.303705	-5.73672
ARRB2	0.835726	0.55227	-1.36734
ARRDC1	-0.114812	0.168141	-7.91574
ARRDC2	-0.383743	0.904507	-1.15139
ARRDC3	1.95143	12.7828	1.60009
ARRDC4	2.7992	4.31864	0.680548
ARSA	-0.0120576	1.43774	-2.10671
ARSB	-0.188165	2.39976	-0.494399
ARSD	0.975952	-2.34182	-0.433344
ARSG	0.0608529	1.85664	-1.32661
ARSI	-1.15533	1.07478	-1.36155
ART1	0.811243	4.16812	0.319165
ART3	-0.298623	10.257	1.70964
ART5	-0.00953275	-0.073871	0.345312
ARV1	0.950517	0.48086	-0.706698
ARVCF	-1.02458	1.80922	-2.06851
ARX	-1.13604	3.70239	-0.697246
ASAH1	0.101742	2.39609	2.10272
ASAH2B	0.940983	1.66869	-2.90842
ASAP1	0.434666	2.03872	-0.756509
ASAP2	2.559	0.574933	-2.15952
ASAP3	0.0998683	3.44266	-1.3566
ASB1	0.519284	1.13477	-1.46735
ASB10	-1.30321	6.66808	1.42805
ASB11	0.0767408	18.9286	0.200648
ASB12	-0.237682	8.72819	1.05487
ASB13	-0.589758	0.211379	-5.82189
ASB14	0.00122635	5.60936	-0.192366
ASB15	0.43818	18.3522	3.74988
ASB16	0.0902629	4.63163	0.626364
ASB16-AS1	-0.0643268	0.64304	-1.39871
ASB18	0.0701784	2.56315	0.477602
ASB2	-0.513471	20.6091	0.75926
ASB4	0.807221	7.91667	0.630685
ASB5	0.611483	25.8846	4.31683
ASB6	0.696493	1.41754	-0.555809
ASB7	2.34496	1.22635	-0.378641
ASB8	-0.0818681	6.41132	0.637874
ASCC1	-0.488013	2.04543	-0.695255
ASCC2	0.135324	6.76119	-0.807449
ASCC3	1.50419	0.14005	-0.223988
ASH1L	3.4204	0.330296	-1.45601
ASH2L	0.127755	2.04941	-0.263508
ASIC3	-1.51058	-0.757176	-5.6684
ASL	-0.0417863	0.422253	-2.85268
ASMTL	0.304971	0.649719	-1.14742
ASMTL-AS1	0.0165166	-0.25965	-0.725582
ASNA1	-0.198795	4.37486	-2.75862
ASNS	-1.22128	-0.705317	0.368402
ASNSD1	-0.0222589	6.94818	-0.461606
ASPA	0.5532	2.44073	-0.108162
ASPH	-0.408152	18.6953	-0.235985
ASPN	0.00173252	3.30974	-0.073385
ASPRV1	-0.574962	-0.10013	-1.17626
ASPSCR1	-0.940851	1.19646	-3.94061
ASRGL1	-0.633566	0.425896	-0.0898699
ASS1	-0.185877	-0.885687	-4.45485
ASTE1	-0.58426	1.46656	-0.0968229
ASTN2	-0.600909	0.402965	-1.13409
ASUN	0.415094	1.6674	0.113158
ASXL1	0.072304	6.37951	0.613073
ASXL2	1.35345	4.5027	-1.0866
ATAD1	1.36066	1.193	-0.0686783
ATAD2	0.848249	1.60091	-0.695965
ATAD2B	0.0573751	1.93312	0.424097
ATAD3A	-0.0338332	0.286124	-2.13032
ATAD3B	0.50444	1.15121	-3.13061
ATAD5	-0.00346271	1.74885	0.31089
ATAT1	0.46356	2.4613	-1.6171
ATCAY	0.649503	-1.76043	-3.70716
ATE1	0.778134	1.83616	0.41648
ATF1	0.893225	5.67607	-0.353315
ATF2	1.59579	1.83396	0.164113
ATF3	6.03798	6.07517	0.903098
ATF4	-0.169123	5.22138	-0.105588
ATF4P3	-0.142016	-0.0683582	-0.15897
ATF6	0.0954459	1.86709	0.100258
ATF6B	-3.29814	0.843311	-3.33042
ATF7	-0.338378	2.02829	-2.36727
ATF7IP	0.913804	9.83498	0.991134
ATF7IP2	0.530475	-1.43582	-0.293586
ATG10	0.243394	6.96533	0.0099161
ATG101	0.992222	3.5048	-0.372846
ATG12	-0.448306	2.85877	0.755662
ATG13	-0.449949	0.671132	-3.61624
ATG14	0.00398926	5.75049	1.49121
ATG16L1	0.758535	0.800181	-2.48764
ATG16L2	-1.63316	2.42154	-0.941079
ATG2A	0.0639339	-0.899079	-5.38728
ATG2B	2.37187	1.93735	-0.660642
ATG3	0.358623	0.565648	0.993565
ATG4A	0.190479	0.302612	-0.991836
ATG4B	-2.16731	-0.458522	-4.4192
ATG4C	0.772045	8.67716	-0.0236486
ATG4D	-0.155796	2.59622	-0.286289
ATG5	0.673558	1.16534	0.396125
ATG7	0.00813413	1.62236	0.102176
ATHL1	-0.827118	-1.41551	-1.29583
ATIC	-0.344278	2.09968	-1.69616
ATL2	0.703031	6.33496	0.532931
ATL3	0.999921	3.81431	0.249122
ATM	0.91311	1.13474	0.501905
ATMIN	-0.111505	0.49965	-0.25041
ATN1	1.23712	2.48106	0.149347
ATOH8	3.60212	5.20219	0.875343
ATOX1	-0.25001	2.52609	-0.286427
ATP10D	0.669662	0.938704	-0.181742
ATP11A	2.24981	-0.736731	-4.05013
ATP11B	1.18788	4.14861	0.990278
ATP11C	-0.034139	3.08601	0.290864
ATP13A1	-0.0573238	0.335604	-5.32479
ATP13A2	-0.310435	0.0821608	-4.32765
ATP13A3	2.06743	1.45731	-0.0702112
ATP13A5	-0.376182	-0.747271	0.671489
ATP13A5-AS1	-0.0246084	0.414815	-0.0781346
ATP1A1	2.22231	5.52147	-0.591279
ATP1A2	0.0389247	8.66531	0.671953
ATP1A4	-0.382158	4.0416	0.2001
ATP1B1	2.18324	16.0544	4.30356
ATP1B1P1	0.220549	1.50814	-0.0354681
ATP1B2	0.0486707	0.699999	-2.80022
ATP1B3	1.76174	6.31402	0.246999
ATP1B4	-2.34116	6.58932	0.558969
ATP2A1	0.788501	2.4702	-2.56131
ATP2A2	0.250575	5.38095	-0.902388
ATP2A3	-0.0241023	-0.147423	-6.9849
ATP2B1	0.812086	0.0242894	0.107482
ATP2B2	0.280169	0.277444	-3.72794
ATP2B4	0.0512899	1.89511	-0.658351
ATP2C1	0.291303	14.3663	0.683925
ATP5A1	0.00617971	7.20938	-0.211368
ATP5A1P2	-0.972919	-3.0788	1.40561
ATP5B	-0.162088	0.126247	-0.36822
ATP5BP1	-0.00410835	-0.621437	-0.166591
ATP5C1	-1.05234	2.19273	-0.332573
ATP5C1P1	-0.455906	0.669086	0.870544
ATP5D	-1.49651	7.01066	0.940303
ATP5E	-2.93056	4.05068	0.123278
ATP5EP2	-1.32542	-0.551055	-0.0549829
ATP5F1P5	-0.544043	0.0971821	-0.451709
ATP5F1P6	-0.395007	-0.554576	-0.165297
ATP5F1P7	-0.481448	-0.984481	-0.319153
ATP5G1	-0.319213	6.40669	0.108043
ATP5G1P4	-0.825783	0.262735	0.788644
ATP5G2	-2.30005	9.83129	0.67567
ATP5G2P1	-0.3692	-0.831397	-0.547009
ATP5G2P4	-2.05642	0.660362	0.0791199
ATP5G3	-0.535025	3.71248	0.0774261
ATP5HP2	-1.87123	-0.131085	0.625642
ATP5HP3	0.224917	0.0837849	-0.331659
ATP5HP4	-2.18655	1.06619	0.248324
ATP5J2	-1.19397	0.143233	-0.335892
ATP5JP1	0.817892	-0.543447	0.292887
ATP5L	-1.5498	2.42862	-1.46812
ATP5LP2	-0.0769098	0.242543	1.37882
ATP5LP3	-0.202073	-0.0867824	-0.272026
ATP5LP4	1.08779	0.0602949	1.12697
ATP5O	-2.51228	0.543793	-1.23023
ATP5S	0.217785	4.60484	0.194655
ATP5SL	0.263763	1.0547	-1.94242
ATP6AP1	-0.526827	-0.0472395	0.192787
ATP6AP1L	0.149823	0.449128	0.375129
ATP6AP2	0.357823	4.78529	-0.684005
ATP6V0A1	0.470661	8.36163	-0.71238
ATP6V0A2	0.598896	1.97678	-0.481306
ATP6V0B	-0.808883	2.71568	0.296794
ATP6V0D1	-0.955301	2.12993	-4.44417
ATP6V0E1	-0.511781	0.539466	-0.248699
ATP6V0E1P2	-0.00142004	0.516367	0.540738
ATP6V0E2	0.057249	-0.428419	-0.643306
ATP6V0E2-AS1	-0.548348	-0.179151	-0.465175
ATP6V1A	0.935402	2.36047	-0.721936
ATP6V1B2	0.879288	3.3911	-0.0822821
ATP6V1C1	0.0106577	0.24782	-0.165862
ATP6V1D	-0.525913	0.783524	-0.506775
ATP6V1E1	-1.45459	0.237071	-2.72124
ATP6V1E1P1	0.874938	-0.441152	0.0524662
ATP6V1E2	0.085891	0.438152	0.26385
ATP6V1G1	0.0166651	3.17283	0.37434
ATP6V1H	-0.412652	5.63633	0.265296
ATP7B	0.251208	0.546367	-0.253095
ATP8A1	4.67231	1.36465	-0.307967
ATP8B1	0.346226	0.392949	-0.321721
ATP8B2	1.58386	0.0991057	-3.64103
ATP8B5P	-0.804941	0.186314	-0.403504
ATP9A	1.26549	2.74976	-1.3801
ATP9B	-0.715576	0.311605	0.045162
ATPAF1	-0.261446	0.773159	0.339905
ATPAF2	0.553172	2.15975	0.0715253
ATPIF1	-1.03926	8.06117	0.177875
ATR	0.511208	4.00792	-0.150359
ATRIP	-0.00542629	0.952191	-2.50589
ATRN	0.618451	2.18966	-0.465789
ATRNL1	0.320227	0.907304	0.160579
ATRX	-0.587968	3.56419	-1.57302
ATXN1	0.317087	8.84339	1.15388
ATXN10	-0.318953	4.50688	0.473258
ATXN2	0.627614	4.06437	-0.825675
ATXN2L	0.10565	0.256548	-1.2089
ATXN3	-0.207716	2.68322	-0.123798
ATXN7	1.52492	10.2893	-0.131484
ATXN7L1	-0.389989	3.45736	-0.34357
ATXN7L2	-4.13887	2.92536	-2.61279
ATXN7L3	0.464002	0.0457307	-1.13744
AUH	0.144116	4.50447	-0.0563601
AURKAIP1	-0.160529	1.85996	-2.51962
AURKC	-0.741785	-0.633943	-0.202367
AUTS2	-0.615937	4.90563	-0.358247
AVEN	-0.3737	2.10314	-0.00872009
AVIL	-0.953174	1.41279	-1.91462
AVL9	0.598449	2.04568	0.343275
AVPI1	0.740564	4.02258	0.0246641
AVPR2	0.470484	0.224902	-2.34356
AXIN1	0.145244	0.273024	-5.22314
AXIN2	0.297167	2.80936	-0.276328
AXL	0.784266	1.11804	-1.33106
AZI2	0.845481	2.70379	-0.0492226
AZIN1	4.17307	2.97052	-0.813937
AZIN2	-0.61926	0.0994005	-0.85861
B2M	0.00453787	1.84798	-0.0613026
B3GALNT1	-0.3694	0.0415044	1.91256
B3GALNT2	1.2115	6.41802	0.180988
B3GALT1	0.141255	-0.380392	0.129363
B3GALT5	-0.0750984	-1.15828	-0.211149
B3GALTL	-0.617598	1.46478	0.902306
B3GAT3	-0.346817	1.14367	-1.25899
B3GNT2	1.88472	2.08107	-1.45023
B3GNT5	1.50786	8.70451	2.57636
B3GNTL1	0.186543	-0.613331	-3.34723
B4GALNT1	-0.116634	1.12099	-3.26036
B4GALNT3	-0.367513	0.312428	-0.95417
B4GALT1-AS1	-0.635978	1.37149	-1.12758
B4GALT2	-0.0900816	0.058335	-1.54834
B4GALT3	0.437257	3.01436	0.123517
B4GALT4	-0.784379	1.94586	0.291971
B4GALT5	0.863138	3.49417	1.2603
B4GALT6	0.917939	0.94001	0.755306
B4GALT7	-1.69346	1.18902	-1.38962
B9D1	-0.955581	1.15388	-1.27651
BAALC	0.0616517	-2.09746	0.159085
BABAM1	-1.13667	-0.610705	-3.48755
BACE1	-0.0415372	0.458051	-0.746125
BACE1-AS	0.586703	-0.72946	0.101363
BACE2	-0.58776	-1.34995	0.184694
BACH1	7.15323	10.9421	1.65722
BACH2	0.962074	4.07531	3.90639
BAG1	-0.297174	3.31334	-0.916779
BAG3	2.0106	15.9232	0.390982
BAG4	0.421696	0.386916	-0.0577974
BAG6	0.59394	0.605882	-3.63378
BAHCC1	-0.517088	0.0841321	-5.19118
BAHD1	1.3999	0.295727	-4.60334
BAI3	-0.412595	0.448039	-0.928747
BAIAP2	0.217585	-0.282141	-6.61354
BAIAP2-AS1	-0.333541	0.0395884	-0.318334
BAIAP2L1	0.0823905	-0.115914	0.0224088
BAIAP3	-0.30492	-0.461677	-9.82431
BAK1	0.13965	1.1252	-0.942121
BAK1P1	-0.326253	-0.491745	-0.392181
BAMBI	0.775086	1.61482	-0.493082
BANF1	-0.301195	0.651182	-3.65329
BANF1P3	0.299439	2.77024	-0.966547
BANF1P4	-0.940269	0.923437	-0.201586
BANP	-0.481928	0.181348	-3.98831
BAP1	0.265186	-0.159296	-1.4041
BARD1	0.0121995	0.823521	-0.766534
BASP1	-0.681915	-0.197748	-0.319979
BATF2	-0.0309184	0.767248	-1.12683
BAX	-0.738146	5.56156	-0.413244
BAZ1A	0.0001674	-0.0167812	-1.46703
BAZ1B	0.915106	3.70318	0.0916652
BAZ2A	1.89555	2.81956	-4.60826
BAZ2B	0.161784	6.64525	0.247294
BBC3	0.051903	1.11823	-1.36063
BBIP1	-0.266685	-0.389905	-0.544243
BBS10	0.0712683	4.55638	0.685946
BBS2	-0.480224	3.23763	0.0225344
BBS4	-0.494773	0.904844	-0.785734
BBS5	-0.370927	1.50072	1.53247
BBS7	-0.347518	1.64986	1.21903
BBS9	2.09694	0.458239	1.26737
BBX	-0.780708	5.52949	0.672078
BCAM	0.224908	0.788894	-1.61849
BCAP29	-1.88153	2.63654	0.13127
BCAP31	-0.24662	1.68334	-3.24861
BCAR1	1.06337	4.69394	0.254587
BCAR3	-0.237358	7.32225	0.569243
BCAS2	-3.94322	5.36322	0.572541
BCAS2P2	-0.292686	0.768098	0.368892
BCAS3	-0.0659759	2.12504	-0.0344668
BCAS4	0.592349	1.28714	-0.817132
BCAT1	-0.0236347	-1.28972	0.8384
BCAT2	-0.380614	0.71473	-2.22185
BCCIP	-0.306539	1.11897	-0.0440462
BCDIN3D	-0.284674	3.57845	-0.361573
BCHE	0.356777	0.427042	1.80418
BCKDHB	0.365239	1.8314	0.180222
BCKDK	-0.291899	0.715744	0.95564
BCL2	0.357037	5.59269	0.29615
BCL2L1	1.43471	11.2191	0.380648
BCL2L11	1.55531	1.83136	0.112833
BCL2L12	-0.0177221	3.42068	-1.08141
BCL2L13	0.707657	7.09633	-0.0418876
BCL2L2	0.567483	0.51922	-1.34009
BCL3	5.54279	6.06332	1.6731
BCL6	-0.0439323	10.8238	0.226521
BCL6B	6.9112	0.846126	-0.338746
BCL7A	-0.159753	3.51887	-0.220302
BCL7B	0.00807902	3.51729	-0.0658607
BCL7C	-0.288106	0.880594	-2.3178
BCL9	-0.589861	9.62899	1.31562
BCL9L	1.0682	2.02974	-0.280716
BCLAF1	1.09395	10.47	-0.416447
BCLAF1P1	0.0979506	-0.69188	0.539794
BCO2	-0.0650624	3.83536	1.12003
BCOR	0.87923	4.22546	-0.227198
BCORL1	0.482235	1.89158	-1.74139
BCR	-0.090439	-0.960144	-6.08761
BDH1	-1.3754	0.0083946	-3.20544
BDH2	-1.50313	3.78639	-0.066848
BDH2P1	0.262942	-0.20292	1.88601
BDNF-AS	-0.200328	0.337979	0.201936
BDP1	2.03816	2.9313	-0.0782776
BECN1	0.598449	0.151234	-3.02508
BEND3	-0.108425	2.93881	-1.39083
BEND5	0.381737	0.95438	0.0940846
BEND7	0.0101306	-0.141577	-0.557086
BEST3	-0.513459	14.5188	0.272549
BET1	-0.460621	3.89476	-0.059505
BEX2	0.762795	0.09941	0.455453
BEX4	-0.361187	-0.0844144	-1.25551
BFAR	0.112977	-0.0724656	-0.233467
BGN	0.306175	-0.25559	-4.47177
BHLHB9	0.531573	2.86771	-0.992754
BHLHE40	9.62095	3.51902	0.535001
BHLHE40-AS1	-0.717234	0.721495	1.83206
BHMT2	1.09893	0.0140804	0.827204
BICC1	0.769713	1.54208	-0.848093
BICD1	0.041747	0.241367	-0.314366
BICD2	0.41777	3.82576	-0.453873
BID	-0.347739	0.285079	-4.78853
BIN1	-0.264249	4.90583	-0.0498119
BIN3	-0.1541	3.8036	0.0117688
BIRC2	1.17779	8.23014	-0.0015919
